Age#,Boarding point 1,Cabin,Category,Class,Destination,destination,Embarked,Gender,Name,NameRaw,Origin,Parch - Calc,parch calc 2,Passenger Id,Port,Sex,SibSp - Calc,sibsp calc2,Survived,Survived - Calc,Survived num,Ticket,Age,Dest Lat,Dest Long,Dest point,Fare,Fare Rounded,Number of Passengers,Origin Lat,Origin Lon,Origin Point,Parch,Pclass,Route,Sib Sp,Survival Percentage,SurvivedRaw,Wreck ship Latitude,Wreck ship longitude
58,Southampton,C125,Women,First,"New York, United States",New York,S,Female,Mrs. William Thompson (Edith Junkins) Graham,"Graham, Mrs. William Thompson (Edith Junkins)",Southampton,1,Yes,269,Southampton,female,0,No,Survived,Survived,,PC 17582,58,40.6677,-74.0407,Point,153.4625,153,1,50.9167,-1.38333,Point,1,1,LineString,0,1,1,41.726931,-49.948253
34,Southampton,C99,Women,First,"New York, United States",New York,S,Female,Miss. Amelia Bissette,"Bissette, Miss. Amelia",Southampton,0,No,270,Southampton,female,0,No,Survived,Survived,,PC 17760,35,40.6677,-74.0407,Point,135.6333,135,1,50.9167,-1.38333,Point,0,1,LineString,0,1,1,41.726931,-49.948253
30,Southampton,A4,Men,First,"New York, United States",New York,S,Male,Mr. Alexander Cairns,"Cairns, Mr. Alexander",Southampton,0,No,271,Southampton,male,0,No,Not Survived,Died,,113798,30,40.6677,-74.0407,Point,31,31,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
24,Southampton,A4,Men,Third,"New York, United States",New York,S,Male,Mr. William Henry Tornquist,"Tornquist, Mr. William Henry",Southampton,0,No,272,Southampton,male,0,No,Survived,Survived,,LINE,25,40.6677,-74.0407,Point,0,0,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
40,Southampton,A4,Women,Second,"New York, United States",New York,S,Female,Mrs. (Elizabeth Anne Maidment) Mellinger,"Mellinger, Mrs. (Elizabeth Anne Maidment)",Southampton,1,Yes,273,Southampton,female,0,No,Survived,Survived,,250644,41,40.6677,-74.0407,Point,19.5,19,1,50.9167,-1.38333,Point,1,2,LineString,0,1,1,41.726931,-49.948253
36,Southampton,C118,Men,First,"New York, United States",New York,C,Male,Mr. Charles H Natsch,"Natsch, Mr. Charles H",Southampton,1,Yes,274,Cherbourg,male,0,No,Not Survived,Died,,PC 17596,37,40.6677,-74.0407,Point,29.7,29,1,50.9167,-1.38333,Point,1,1,LineString,0,0,0,41.726931,-49.948253
30,Southampton,A4,Women,Third,"New York, United States",New York,Q,Female,"Miss. Hanora ""Nora"" Healy","Healy, Miss. Hanora ""Nora""",Southampton,0,No,275,Queenstown,female,0,No,Survived,Survived,,370375,30,40.6677,-74.0407,Point,7.75,7,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
62,Southampton,D7,Women,First,"New York, United States",New York,S,Female,Miss. Kornelia Theodosia Andrews,"Andrews, Miss. Kornelia Theodosia",Southampton,0,No,276,Southampton,female,1,Yes,Survived,Survived,,13502,63,40.6677,-74.0407,Point,77.9583,77,1,50.9167,-1.38333,Point,0,1,LineString,1,1,1,41.726931,-49.948253
44,Southampton,A4,Women,Third,"New York, United States",New York,S,Female,Miss. Augusta Charlotta Lindblom,"Lindblom, Miss. Augusta Charlotta",Southampton,0,No,277,Southampton,female,0,No,Not Survived,Died,,347073,45,40.6677,-74.0407,Point,7.75,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
30,Southampton,A4,Men,Second,"New York, United States",New York,S,Male,"Mr. Francis ""Frank"" Parkes","Parkes, Mr. Francis ""Frank""",Southampton,0,No,278,Southampton,male,0,No,Not Survived,Died,,239853,30,40.6677,-74.0407,Point,0,0,1,50.9167,-1.38333,Point,0,2,LineString,0,0,0,41.726931,-49.948253
6,Southampton,A4,Children,Third,"New York, United States",New York,Q,Male,Master. Eric Rice,"Rice, Master. Eric",Southampton,1,Yes,279,Queenstown,male,4,Yes,Not Survived,Died,,382652,7,40.6677,-74.0407,Point,29.125,29,1,50.9167,-1.38333,Point,1,3,LineString,4,0,0,41.726931,-49.948253
34,Southampton,C2,Women,Third,"New York, United States",New York,S,Female,Mrs. Stanton (Rosa Hunt) Abbott,"Abbott, Mrs. Stanton (Rosa Hunt)",Southampton,1,Yes,280,Southampton,female,1,Yes,Survived,Survived,,C.A. 2673,35,40.6677,-74.0407,Point,20.25,20,1,50.9167,-1.38333,Point,1,3,LineString,1,1,1,41.726931,-49.948253
64,Southampton,C2,Men,Third,"New York, United States",New York,Q,Male,Mr. Frank Duane,"Duane, Mr. Frank",Southampton,0,No,281,Queenstown,male,0,No,Not Survived,Died,,336439,65,40.6677,-74.0407,Point,7.75,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
28,Southampton,C2,Men,Third,"New York, United States",New York,S,Male,Mr. Nils Johan Goransson Olsson,"Olsson, Mr. Nils Johan Goransson",Southampton,0,No,282,Southampton,male,0,No,Not Survived,Died,,347464,28,40.6677,-74.0407,Point,7.8542,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
16,Southampton,C2,Men,Third,"New York, United States",New York,S,Male,Mr. Alfons de Pelsmaeker,"de Pelsmaeker, Mr. Alfons",Southampton,0,No,283,Southampton,male,0,No,Not Survived,Died,,345778,16,40.6677,-74.0407,Point,9.5,9,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
18,Southampton,C2,Men,Third,"New York, United States",New York,S,Male,Mr. Edward Arthur Dorking,"Dorking, Mr. Edward Arthur",Southampton,0,No,284,Southampton,male,0,No,Survived,Survived,,A/5. 10482,19,40.6677,-74.0407,Point,8.05,8,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
30,Southampton,A19,Men,First,"New York, United States",New York,S,Male,Mr. Richard William Smith,"Smith, Mr. Richard William",Southampton,0,No,285,Southampton,male,0,No,Not Survived,Died,,113056,30,40.6677,-74.0407,Point,26,26,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
32,Southampton,C2,Men,Third,"New York, United States",New York,C,Male,Mr. Ivan Stankovic,"Stankovic, Mr. Ivan",Southampton,0,No,286,Cherbourg,male,0,No,Not Survived,Died,,349239,33,40.6677,-74.0407,Point,8.6625,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
30,Southampton,C2,Men,Third,"New York, United States",New York,S,Male,Mr. Theodore de Mulder,"de Mulder, Mr. Theodore",Southampton,0,No,287,Southampton,male,0,No,Survived,Survived,,345774,30,40.6677,-74.0407,Point,9.5,9,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
22,Southampton,C2,Men,Third,"New York, United States",New York,S,Male,Mr. Penko Naidenoff,"Naidenoff, Mr. Penko",Southampton,0,No,288,Southampton,male,0,No,Not Survived,Died,,349206,22,40.6677,-74.0407,Point,7.8958,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
42,Southampton,C2,Men,Second,"New York, United States",New York,S,Male,Mr. Masabumi Hosono,"Hosono, Mr. Masabumi",Southampton,0,No,289,Southampton,male,0,No,Survived,Survived,,237798,42,40.6677,-74.0407,Point,13,13,1,50.9167,-1.38333,Point,0,2,LineString,0,1,1,41.726931,-49.948253
22,Southampton,C2,Women,Third,"New York, United States",New York,Q,Female,Miss. Kate Connolly,"Connolly, Miss. Kate",Southampton,0,No,290,Queenstown,female,0,No,Survived,Survived,,370373,22,40.6677,-74.0407,Point,7.75,7,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
26,Southampton,C2,Women,First,"New York, United States",New York,S,Female,"Miss. Ellen ""Nellie"" Barber","Barber, Miss. Ellen ""Nellie""",Southampton,0,No,291,Southampton,female,0,No,Survived,Survived,,19877,26,40.6677,-74.0407,Point,78.85,78,1,50.9167,-1.38333,Point,0,1,LineString,0,1,1,41.726931,-49.948253
18,Southampton,B49,Women,First,"New York, United States",New York,C,Female,Mrs. Dickinson H (Helen Walton) Bishop,"Bishop, Mrs. Dickinson H (Helen Walton)",Southampton,0,No,292,Cherbourg,female,1,Yes,Survived,Survived,,11967,19,40.6677,-74.0407,Point,91.0792,91,1,50.9167,-1.38333,Point,0,1,LineString,1,1,1,41.726931,-49.948253
36,Southampton,D,Men,Second,"New York, United States",New York,C,Male,Mr. Rene Jacques Levy,"Levy, Mr. Rene Jacques",Southampton,0,No,293,Cherbourg,male,0,No,Not Survived,Died,,SC/Paris 2163,36,40.6677,-74.0407,Point,12.875,12,1,50.9167,-1.38333,Point,0,2,LineString,0,0,0,41.726931,-49.948253
24,Southampton,C2,Women,Third,"New York, United States",New York,S,Female,Miss. Aloisia Haas,"Haas, Miss. Aloisia",Southampton,0,No,294,Southampton,female,0,No,Not Survived,Died,,349236,24,40.6677,-74.0407,Point,8.85,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
24,Southampton,C2,Men,Third,"New York, United States",New York,S,Male,Mr. Ivan Mineff,"Mineff, Mr. Ivan",Southampton,0,No,295,Southampton,male,0,No,Not Survived,Died,,349233,24,40.6677,-74.0407,Point,7.8958,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
30,Southampton,C2,Men,First,"New York, United States",New York,C,Male,Mr. Ervin G Lewy,"Lewy, Mr. Ervin G",Southampton,0,No,296,Cherbourg,male,0,No,Not Survived,Died,,PC 17612,30,40.6677,-74.0407,Point,27.7208,27,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
,Southampton,C2,Men,Third,"New York, United States",New York,C,Male,Mr. Mansour Hanna,"Hanna, Mr. Mansour",Southampton,0,No,297,Cherbourg,male,0,No,Not Survived,Died,,2693,,40.6677,-74.0407,Point,7.2292,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
2,Southampton,C22 C26,Children,First,"New York, United States",New York,S,Female,Miss. Helen Loraine Allison,"Allison, Miss. Helen Loraine",Southampton,2,Yes,298,Southampton,female,1,Yes,Not Survived,Died,,113781,2,40.6677,-74.0407,Point,151.55,151,1,50.9167,-1.38333,Point,2,1,LineString,1,0,0,41.726931,-49.948253
30,Southampton,C106,Men,First,"New York, United States",New York,S,Male,Mr. Adolphe Saalfeld,"Saalfeld, Mr. Adolphe",Southampton,0,No,299,Southampton,male,0,No,Survived,Survived,,19988,30,40.6677,-74.0407,Point,30.5,30,1,50.9167,-1.38333,Point,0,1,LineString,0,1,1,41.726931,-49.948253
50,Southampton,B58 B60,Women,First,"New York, United States",New York,C,Female,Mrs. James (Helene DeLaudeniere Chaput) Baxter,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",Southampton,1,Yes,300,Cherbourg,female,0,No,Survived,Survived,,PC 17558,50,40.6677,-74.0407,Point,247.5208,247,1,50.9167,-1.38333,Point,1,1,LineString,0,1,1,41.726931,-49.948253
30,Southampton,C2,Women,Third,"New York, United States",New York,Q,Female,"Miss. Anna Katherine ""Annie Kate"" Kelly","Kelly, Miss. Anna Katherine ""Annie Kate""",Southampton,0,No,301,Queenstown,female,0,No,Survived,Survived,,9234,30,40.6677,-74.0407,Point,7.75,7,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
30,Southampton,C2,Men,Third,"New York, United States",New York,Q,Male,Mr. Bernard McCoy,"McCoy, Mr. Bernard",Southampton,0,No,302,Queenstown,male,2,Yes,Survived,Survived,,367226,30,40.6677,-74.0407,Point,23.25,23,1,50.9167,-1.38333,Point,0,3,LineString,2,1,1,41.726931,-49.948253
18,Southampton,C2,Men,Third,"New York, United States",New York,S,Male,Mr. William Cahoone Jr Johnson,"Johnson, Mr. William Cahoone Jr",Southampton,0,No,303,Southampton,male,0,No,Not Survived,Died,,LINE,19,40.6677,-74.0407,Point,0,0,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
50,Southampton,E101,Women,Second,"New York, United States",New York,Q,Female,Miss. Nora A Keane,"Keane, Miss. Nora A",Southampton,0,No,304,Queenstown,female,0,No,Survived,Survived,,226593,50,40.6677,-74.0407,Point,12.35,12,1,50.9167,-1.38333,Point,0,2,LineString,0,1,1,41.726931,-49.948253
50,Southampton,C2,Men,Third,"New York, United States",New York,S,Male,"Mr. Howard Hugh ""Harry"" Williams","Williams, Mr. Howard Hugh ""Harry""",Southampton,0,No,305,Southampton,male,0,No,Not Survived,Died,,A/5 2466,50,40.6677,-74.0407,Point,8.05,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
,Southampton,C22 C26,Children,First,"New York, United States",New York,S,Male,Master. Hudson Trevor Allison,"Allison, Master. Hudson Trevor",Southampton,2,Yes,306,Southampton,male,1,Yes,Survived,Survived,,113781,,40.6677,-74.0407,Point,151.55,151,1,50.9167,-1.38333,Point,2,1,LineString,1,1,1,41.726931,-49.948253
50,Southampton,C2,Women,First,"New York, United States",New York,C,Female,Miss. Margaret Fleming,"Fleming, Miss. Margaret",Southampton,0,No,307,Cherbourg,female,0,No,Survived,Survived,,17421,50,40.6677,-74.0407,Point,110.8833,110,1,50.9167,-1.38333,Point,0,1,LineString,0,1,1,41.726931,-49.948253
16,Southampton,C65,Women,First,"New York, United States",New York,C,Female,Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo) Penasco y Castellana,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",Southampton,0,No,308,Cherbourg,female,1,Yes,Survived,Survived,,PC 17758,17,40.6677,-74.0407,Point,108.9,108,1,50.9167,-1.38333,Point,0,1,LineString,1,1,1,41.726931,-49.948253
30,Southampton,C2,Men,Second,"New York, United States",New York,C,Male,Mr. Samuel Abelson,"Abelson, Mr. Samuel",Southampton,0,No,309,Cherbourg,male,1,Yes,Not Survived,Died,,P/PP 3381,30,40.6677,-74.0407,Point,24,24,1,50.9167,-1.38333,Point,0,2,LineString,1,0,0,41.726931,-49.948253
30,Southampton,E36,Women,First,"New York, United States",New York,C,Female,Miss. Laura Mabel Francatelli,"Francatelli, Miss. Laura Mabel",Southampton,0,No,310,Cherbourg,female,0,No,Survived,Survived,,PC 17485,30,40.6677,-74.0407,Point,56.9292,56,1,50.9167,-1.38333,Point,0,1,LineString,0,1,1,41.726931,-49.948253
24,Southampton,C54,Women,First,"New York, United States",New York,C,Female,Miss. Margaret Bechstein Hays,"Hays, Miss. Margaret Bechstein",Southampton,0,No,311,Cherbourg,female,0,No,Survived,Survived,,11767,24,40.6677,-74.0407,Point,83.1583,83,1,50.9167,-1.38333,Point,0,1,LineString,0,1,1,41.726931,-49.948253
18,Southampton,B57 B59 B63 B66,Women,First,"New York, United States",New York,C,Female,Miss. Emily Borie Ryerson,"Ryerson, Miss. Emily Borie",Southampton,2,Yes,312,Cherbourg,female,2,Yes,Survived,Survived,,PC 17608,18,40.6677,-74.0407,Point,262.375,262,1,50.9167,-1.38333,Point,2,1,LineString,2,1,1,41.726931,-49.948253
26,Southampton,C2,Women,Second,"New York, United States",New York,S,Female,Mrs. William (Anna Sylfven) Lahtinen,"Lahtinen, Mrs. William (Anna Sylfven)",Southampton,1,Yes,313,Southampton,female,1,Yes,Not Survived,Died,,250651,26,40.6677,-74.0407,Point,26,26,1,50.9167,-1.38333,Point,1,2,LineString,1,0,0,41.726931,-49.948253
28,Southampton,C2,Men,Third,"New York, United States",New York,S,Male,Mr. Ignjac Hendekovic,"Hendekovic, Mr. Ignjac",Southampton,0,No,314,Southampton,male,0,No,Not Survived,Died,,349243,28,40.6677,-74.0407,Point,7.8958,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
42,Southampton,C2,Men,Second,"New York, United States",New York,S,Male,Mr. Benjamin Hart,"Hart, Mr. Benjamin",Southampton,1,Yes,315,Southampton,male,1,Yes,Not Survived,Died,,F.C.C. 13529,43,40.6677,-74.0407,Point,26.25,26,1,50.9167,-1.38333,Point,1,2,LineString,1,0,0,41.726931,-49.948253
26,Southampton,C2,Women,Third,"New York, United States",New York,S,Female,Miss. Helmina Josefina Nilsson,"Nilsson, Miss. Helmina Josefina",Southampton,0,No,316,Southampton,female,0,No,Survived,Survived,,347470,26,40.6677,-74.0407,Point,7.8542,7,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
24,Southampton,C2,Women,Second,"New York, United States",New York,S,Female,Mrs. Sinai (Miriam Sternin) Kantor,"Kantor, Mrs. Sinai (Miriam Sternin)",Southampton,0,No,317,Southampton,female,1,Yes,Survived,Survived,,244367,24,40.6677,-74.0407,Point,26,26,1,50.9167,-1.38333,Point,0,2,LineString,1,1,1,41.726931,-49.948253
54,Southampton,C2,Men,Second,"New York, United States",New York,S,Male,Dr. Ernest Moraweck,"Moraweck, Dr. Ernest",Southampton,0,No,318,Southampton,male,0,No,Not Survived,Died,,29011,54,40.6677,-74.0407,Point,14,14,1,50.9167,-1.38333,Point,0,2,LineString,0,0,0,41.726931,-49.948253
30,Southampton,C7,Women,First,"New York, United States",New York,S,Female,Miss. Mary Natalie Wick,"Wick, Miss. Mary Natalie",Southampton,2,Yes,319,Southampton,female,0,No,Survived,Survived,,36928,31,40.6677,-74.0407,Point,164.8667,164,1,50.9167,-1.38333,Point,2,1,LineString,0,1,1,41.726931,-49.948253
40,Southampton,E34,Women,First,"New York, United States",New York,C,Female,Mrs. Frederic Oakley (Margaretta Corning Stone) Spedden,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",Southampton,1,Yes,320,Cherbourg,female,1,Yes,Survived,Survived,,16966,40,40.6677,-74.0407,Point,134.5,134,1,50.9167,-1.38333,Point,1,1,LineString,1,1,1,41.726931,-49.948253
22,Southampton,C2,Men,Third,"New York, United States",New York,S,Male,Mr. Samuel Dennis,"Dennis, Mr. Samuel",Southampton,0,No,321,Southampton,male,0,No,Not Survived,Died,,A/5 21172,22,40.6677,-74.0407,Point,7.25,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
26,Southampton,C2,Men,Third,"New York, United States",New York,S,Male,Mr. Yoto Danoff,"Danoff, Mr. Yoto",Southampton,0,No,322,Southampton,male,0,No,Not Survived,Died,,349219,27,40.6677,-74.0407,Point,7.8958,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
30,Southampton,C2,Women,Second,"New York, United States",New York,Q,Female,Miss. Hilda Mary Slayter,"Slayter, Miss. Hilda Mary",Southampton,0,No,323,Queenstown,female,0,No,Survived,Survived,,234818,30,40.6677,-74.0407,Point,12.35,12,1,50.9167,-1.38333,Point,0,2,LineString,0,1,1,41.726931,-49.948253
22,Southampton,C2,Women,Second,"New York, United States",New York,S,Female,Mrs. Albert Francis (Sylvia Mae Harbaugh) Caldwell,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",Southampton,1,Yes,324,Southampton,female,1,Yes,Survived,Survived,,248738,22,40.6677,-74.0407,Point,29,29,1,50.9167,-1.38333,Point,1,2,LineString,1,1,1,41.726931,-49.948253
50,Southampton,C2,Men,Third,"New York, United States",New York,S,Male,Mr. George John Jr Sage,"Sage, Mr. George John Jr",Southampton,2,Yes,325,Southampton,male,8,Yes,Not Survived,Died,,CA. 2343,50,40.6677,-74.0407,Point,69.55,69,1,50.9167,-1.38333,Point,2,3,LineString,8,0,0,41.726931,-49.948253
36,Southampton,C32,Women,First,"New York, United States",New York,C,Female,Miss. Marie Grice Young,"Young, Miss. Marie Grice",Southampton,0,No,326,Cherbourg,female,0,No,Survived,Survived,,PC 17760,36,40.6677,-74.0407,Point,135.6333,135,1,50.9167,-1.38333,Point,0,1,LineString,0,1,1,41.726931,-49.948253
60,Southampton,C2,Men,Third,"New York, United States",New York,S,Male,Mr. Johan Hansen Nysveen,"Nysveen, Mr. Johan Hansen",Southampton,0,No,327,Southampton,male,0,No,Not Survived,Died,,345364,61,40.6677,-74.0407,Point,6.2375,6,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
36,Southampton,D,Women,Second,"New York, United States",New York,S,Female,Mrs. (Ada E Hall) Ball,"Ball, Mrs. (Ada E Hall)",Southampton,0,No,328,Southampton,female,0,No,Survived,Survived,,28551,36,40.6677,-74.0407,Point,13,13,1,50.9167,-1.38333,Point,0,2,LineString,0,1,1,41.726931,-49.948253
30,Southampton,C2,Women,Third,"New York, United States",New York,S,Female,Mrs. Frank John (Emily Alice Brown) Goldsmith,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",Southampton,1,Yes,329,Southampton,female,1,Yes,Survived,Survived,,363291,31,40.6677,-74.0407,Point,20.525,20,1,50.9167,-1.38333,Point,1,3,LineString,1,1,1,41.726931,-49.948253
16,Southampton,B18,Women,First,"New York, United States",New York,C,Female,Miss. Jean Gertrude Hippach,"Hippach, Miss. Jean Gertrude",Southampton,1,Yes,330,Cherbourg,female,0,No,Survived,Survived,,111361,16,40.6677,-74.0407,Point,57.9792,57,1,50.9167,-1.38333,Point,1,1,LineString,0,1,1,41.726931,-49.948253
50,Southampton,C2,Women,Third,"New York, United States",New York,Q,Female,Miss. Agnes McCoy,"McCoy, Miss. Agnes",Southampton,0,No,331,Queenstown,female,2,Yes,Survived,Survived,,367226,50,40.6677,-74.0407,Point,23.25,23,1,50.9167,-1.38333,Point,0,3,LineString,2,1,1,41.726931,-49.948253
,Southampton,C124,Men,First,"New York, United States",New York,S,Male,Mr. Austen Partner,"Partner, Mr. Austen",Southampton,0,No,332,Southampton,male,0,No,Not Survived,Died,,113043,,40.6677,-74.0407,Point,28.5,28,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
38,Southampton,C91,Men,First,"New York, United States",New York,S,Male,Mr. George Edward Graham,"Graham, Mr. George Edward",Southampton,1,Yes,333,Southampton,male,0,No,Not Survived,Died,,PC 17582,38,40.6677,-74.0407,Point,153.4625,153,1,50.9167,-1.38333,Point,1,1,LineString,0,0,0,41.726931,-49.948253
16,Southampton,C2,Men,Third,"New York, United States",New York,S,Male,Mr. Leo Edmondus Vander Planke,"Vander Planke, Mr. Leo Edmondus",Southampton,0,No,334,Southampton,male,2,Yes,Not Survived,Died,,345764,16,40.6677,-74.0407,Point,18,18,1,50.9167,-1.38333,Point,0,3,LineString,2,0,0,41.726931,-49.948253
50,Southampton,C2,Women,First,"New York, United States",New York,S,Female,Mrs. Henry William (Clara Heinsheimer) Frauenthal,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",Southampton,0,No,335,Southampton,female,1,Yes,Survived,Survived,,PC 17611,50,40.6677,-74.0407,Point,133.65,133,1,50.9167,-1.38333,Point,0,1,LineString,1,1,1,41.726931,-49.948253
